,Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,Telephone
372,1,2,24,3,1,7758,3,4,2,1,4,29,2,1,1,2,1
373,1,1,6,2,3,343,1,1,4,1,1,27,2,2,1,2,1
374,1,3,21,3,2,1591,2,3,4,2,1,34,2,2,2,3,1
375,1,1,27,2,3,3416,1,2,3,2,3,27,2,2,1,3,1
376,0,1,12,1,3,1108,1,3,4,2,1,28,2,2,2,2,1
377,1,2,27,3,1,5965,1,4,1,2,3,30,2,2,2,3,2
378,1,2,15,2,3,1514,2,2,4,2,1,22,2,2,1,2,1
379,1,3,30,3,3,6742,4,3,2,2,2,36,2,2,2,2,1
380,1,1,18,2,2,3650,1,1,1,1,3,22,2,1,1,2,1
381,1,1,21,2,2,3599,1,3,1,1,3,26,2,1,1,1,1
382,1,3,60,3,0,13756,4,4,2,2,4,63,1,3,1,3,2
383,1,2,9,2,0,276,1,2,4,3,1,22,2,1,1,1,1
384,1,3,42,3,2,4041,3,2,4,2,1,36,2,2,2,2,2
385,1,2,9,2,3,458,1,2,4,2,1,24,2,2,1,2,1
386,0,2,9,2,2,918,1,2,4,1,2,30,2,2,1,2,1
387,1,3,24,2,0,7393,1,2,1,2,2,43,2,2,1,1,1
388,1,3,10,2,3,1225,1,2,2,2,3,37,2,2,1,2,2
389,1,1,24,2,1,2812,4,4,2,1,1,26,2,1,1,2,1
390,1,3,15,2,1,3029,1,3,2,2,3,33,2,2,1,2,1
391,1,3,12,3,0,1480,3,1,2,2,4,66,1,3,2,1,1
392,1,3,6,3,3,1047,1,2,2,1,2,50,2,2,1,1,1
393,1,3,15,3,3,1471,1,2,4,2,4,35,2,3,2,2,2
394,1,3,24,2,2,5511,2,2,4,2,3,25,1,2,1,2,1
395,1,2,9,2,3,1206,1,4,4,1,1,25,2,2,1,2,1
396,1,2,24,3,3,6403,1,1,1,2,3,33,2,2,1,2,1
397,1,3,12,2,3,707,1,2,4,2,1,30,1,2,2,2,1
398,1,3,12,3,1,1503,1,2,4,3,1,41,2,1,1,2,1
399,1,2,12,2,0,6078,1,3,2,2,3,32,2,2,1,2,1
400,1,2,27,2,0,2528,1,1,4,1,2,32,2,2,1,2,2
401,1,2,12,2,0,1037,2,3,3,2,1,39,2,2,1,1,1
402,1,1,6,2,1,1352,3,1,1,1,2,23,2,1,1,1,2
403,1,3,24,2,3,3181,1,1,4,1,2,26,2,2,1,2,2
404,1,3,18,2,3,4594,1,1,3,2,3,32,2,2,1,2,2
405,1,2,48,2,0,5381,4,1,3,2,4,40,1,3,1,1,2
406,1,3,15,2,1,4657,1,2,3,2,3,30,2,2,1,2,2
407,1,2,9,2,0,1391,1,2,2,3,1,27,1,2,1,2,2
408,1,2,18,2,0,1913,3,1,3,3,1,36,1,2,1,2,2
409,1,3,42,2,3,7166,4,3,2,3,2,29,2,1,1,2,2
410,1,3,13,2,3,1409,2,1,2,1,1,64,2,2,1,2,1
411,1,3,24,3,0,2978,4,2,4,2,1,32,2,2,2,2,2
412,1,3,12,3,3,976,4,4,4,2,3,35,2,2,2,2,1
413,1,3,24,3,0,2375,3,2,4,2,3,44,2,2,2,2,2
414,1,3,12,3,3,522,3,4,4,2,2,42,2,2,2,2,2
415,1,3,28,3,3,2743,1,4,4,2,3,29,2,2,2,2,1
416,1,3,11,3,3,1154,2,1,4,1,1,57,2,2,2,1,1
417,1,3,24,3,1,5804,3,2,4,2,1,27,2,2,2,2,1
418,1,3,18,3,3,1169,4,2,4,2,2,29,2,2,2,2,2
419,1,1,15,3,2,1478,1,4,4,2,3,44,2,2,2,2,2
420,1,3,12,2,3,776,1,2,4,3,1,28,2,2,1,2,1
421,1,2,11,3,0,1322,3,2,4,1,3,40,2,2,2,2,1
422,1,2,16,3,0,1175,1,1,2,2,3,68,2,3,2,1,2
423,1,3,12,2,0,2133,4,4,4,1,4,52,2,3,1,3,2
424,1,3,15,3,3,1829,1,4,4,2,3,46,2,2,2,2,2
425,1,3,12,3,3,717,1,4,4,2,1,52,2,2,2,2,1
426,1,2,39,3,3,11760,2,3,2,2,4,32,2,1,1,2,2
427,0,2,9,3,3,1501,1,4,2,1,3,34,2,2,2,3,2
428,1,1,12,2,3,1200,4,2,4,1,2,23,1,1,1,2,2
429,1,2,9,2,0,3195,4,2,1,1,1,33,2,2,1,1,1
430,1,3,30,3,3,4530,1,3,4,1,3,26,2,1,1,3,2
431,0,3,12,3,3,1555,3,4,4,2,4,55,2,3,2,2,1
432,1,2,15,3,0,2326,3,2,2,2,3,27,1,2,1,2,1
433,1,2,18,3,0,1887,4,2,4,3,1,28,1,2,2,2,1
434,1,3,12,3,0,1264,4,4,4,2,4,57,2,1,1,1,1
435,1,3,7,3,3,846,4,4,3,2,4,36,2,3,1,2,1
436,1,3,15,3,3,1532,2,2,4,1,3,31,2,2,1,2,1
437,1,3,6,3,3,935,1,2,3,1,1,24,2,2,1,2,1
438,1,1,27,3,0,2442,1,4,4,2,3,43,1,2,2,3,2
439,1,2,18,3,0,3590,1,1,3,3,3,40,2,2,2,1,2
440,1,3,21,3,2,2288,1,1,4,1,2,23,2,2,1,2,2
441,1,3,27,3,0,5117,1,3,3,2,3,26,2,2,2,2,1
442,1,1,39,3,2,14179,4,3,4,2,2,30,2,2,2,3,2
443,1,3,15,2,3,1386,4,2,4,3,1,40,2,1,1,2,2
444,1,3,12,3,3,618,1,4,4,2,1,56,2,2,1,2,1
445,1,3,12,2,2,1574,1,2,4,2,1,50,2,2,1,2,1
446,1,3,6,3,3,700,4,4,4,2,4,36,2,3,2,2,1
447,1,3,12,2,3,886,4,2,4,1,3,21,2,2,1,2,1
448,1,3,36,2,1,4686,1,2,2,2,4,32,2,3,1,3,2
449,1,2,9,2,3,790,3,2,4,1,1,66,2,2,1,1,1
450,0,2,12,2,3,766,3,2,4,2,1,66,2,2,1,1,1
451,1,1,20,2,2,2212,4,3,4,2,3,39,2,2,1,2,2
452,1,2,10,2,0,7308,1,1,2,2,4,70,1,3,1,3,2
453,1,2,24,3,3,5743,1,1,2,1,4,24,2,3,2,2,2
454,1,1,14,2,0,3973,1,1,1,2,4,22,2,3,1,2,1
455,1,2,60,3,3,7418,4,2,1,2,1,27,2,2,1,1,1
456,1,2,20,3,0,2629,1,2,2,2,3,29,1,2,2,2,2
457,1,2,18,2,0,1941,3,2,4,2,2,35,2,2,1,1,2
458,1,2,24,3,2,2333,4,1,4,2,2,29,1,2,1,1,1
459,1,3,12,2,1,2445,4,1,2,3,3,26,2,1,1,2,2
460,1,2,20,2,1,6468,4,1,1,1,1,60,2,2,1,3,2
461,1,2,18,3,2,7374,1,1,4,2,2,40,1,2,2,3,2
462,1,3,15,2,1,3812,2,1,1,1,3,23,2,2,1,2,2
463,0,1,28,2,0,4006,1,2,3,2,3,45,2,2,1,1,1
464,1,2,12,2,0,7472,4,1,1,1,1,24,2,1,1,1,1
465,1,3,12,2,2,1424,4,4,3,1,1,55,2,2,1,3,2
466,1,2,12,2,1,2028,4,2,4,2,3,30,2,2,1,2,1
467,1,3,15,2,0,5324,3,4,1,1,4,35,2,3,1,2,1
468,1,2,36,2,3,2323,1,3,4,2,3,24,2,1,1,2,1
469,1,3,12,2,3,1393,1,4,4,2,2,47,1,2,2,2,2
470,1,3,18,2,2,1984,1,2,4,2,4,47,1,3,2,2,1
471,1,3,24,2,3,999,4,4,4,2,3,25,2,2,2,2,1
472,1,3,36,2,0,7409,4,4,3,2,2,37,2,2,2,2,1
473,1,3,15,2,2,2186,4,3,1,1,1,33,1,1,1,1,1
474,1,3,36,2,3,4473,1,4,4,2,3,31,2,2,1,2,1
475,1,3,24,2,0,937,1,1,4,3,3,27,2,2,2,1,1
476,1,3,18,2,2,3422,1,4,4,2,2,47,1,2,2,2,2
477,1,3,24,2,3,3105,4,1,4,2,3,25,2,2,2,2,1
478,1,3,12,3,3,2748,1,4,2,1,4,57,1,3,2,1,1
479,1,2,18,2,3,3872,1,1,2,1,3,67,2,2,1,2,2
480,1,3,27,2,3,5190,4,4,4,2,2,48,2,2,2,2,2
481,1,2,18,2,2,3001,1,3,2,1,1,40,2,1,1,2,1
482,1,3,24,3,0,3863,1,2,1,2,4,32,2,3,1,2,1
483,1,3,12,3,2,5801,4,4,2,2,2,49,2,1,1,2,2
484,1,3,12,3,2,1592,3,3,3,1,2,35,2,2,1,2,1
485,1,3,12,3,0,1185,1,2,3,1,1,27,2,2,2,2,1
486,1,3,18,3,2,3780,1,1,3,1,3,35,2,2,2,3,2
487,1,2,18,3,2,3612,1,4,3,1,2,37,2,2,1,2,2
488,1,3,12,2,0,1076,1,2,2,3,1,26,2,2,1,2,2
489,1,3,12,2,0,3527,4,1,2,2,2,45,2,2,1,3,2
490,1,3,18,2,3,2051,1,1,4,2,1,33,2,2,1,2,1
491,1,3,12,3,2,3331,1,4,2,2,2,42,1,2,1,2,1
492,1,1,18,1,0,3104,1,3,3,2,2,31,1,2,1,2,2
493,1,3,24,3,3,2611,1,4,4,3,1,46,2,2,2,2,1
494,1,1,12,3,1,1409,1,4,4,2,1,54,2,2,1,2,1
495,1,3,24,2,3,1311,2,3,4,3,2,26,2,2,1,2,2
496,1,3,6,2,3,2108,1,3,2,3,1,29,2,1,1,2,1
497,1,3,24,3,1,4042,4,3,3,2,2,43,2,2,2,2,2
498,1,3,12,3,0,926,1,1,1,1,2,38,2,2,1,1,1
499,1,1,12,2,3,1680,3,4,3,3,1,35,2,2,1,2,1
500,1,3,24,2,0,1249,1,1,4,3,1,28,2,2,1,2,1
501,1,3,24,3,0,2463,2,3,4,3,2,27,2,2,2,2,2
502,1,3,6,2,3,1595,1,3,3,2,2,51,2,2,1,2,1
503,1,3,24,3,3,2058,1,2,4,1,1,33,2,2,2,2,2
504,1,3,24,2,1,7814,1,3,3,2,3,38,2,2,1,3,2
505,1,3,6,3,3,1740,1,4,2,3,1,30,2,1,2,2,1
506,1,3,12,3,3,1240,4,4,4,1,1,38,2,2,2,2,2
507,1,3,24,3,1,6842,4,2,2,2,2,46,2,2,2,3,2
508,1,3,24,3,2,5150,1,4,4,2,3,33,2,2,1,2,2
509,1,1,6,2,0,1203,2,4,3,2,2,43,2,2,1,2,2
510,1,3,6,3,0,2080,3,2,1,3,3,24,2,2,1,2,1
511,1,3,6,2,3,1538,1,1,1,1,4,56,2,2,1,2,1
512,1,2,24,3,0,3878,2,1,4,1,3,37,2,2,1,2,2
513,1,2,30,2,2,3832,1,1,2,3,2,22,2,2,1,2,1
514,1,3,15,2,0,3186,3,3,2,1,3,20,2,1,1,2,1
515,1,2,24,2,3,2896,2,1,2,2,3,29,2,2,1,2,1
516,1,2,24,3,0,6967,2,3,4,2,3,36,2,1,1,3,2
517,0,3,36,2,3,1819,1,2,4,2,4,37,1,3,1,2,2
518,0,3,24,2,3,5943,4,1,1,1,3,44,2,2,2,2,2
519,0,3,36,3,2,7127,1,1,2,1,2,23,2,1,2,2,2
520,0,3,36,2,2,3349,1,2,4,1,3,28,2,2,1,3,2
521,0,3,36,2,2,10974,1,1,4,1,3,26,2,2,2,3,2
522,1,3,6,2,3,518,1,2,3,1,1,29,2,2,1,2,1
523,1,3,18,2,3,1126,4,1,4,1,1,21,2,1,1,2,2
524,1,2,12,3,1,1860,1,1,4,2,3,34,2,2,2,3,2
525,1,3,36,3,3,9566,1,2,2,1,3,31,1,2,2,2,1
526,1,1,12,2,3,701,1,2,4,3,1,40,2,2,1,1,1
527,1,2,12,2,3,2930,1,3,2,1,1,27,2,2,1,2,1
528,1,3,18,2,3,1505,1,2,4,2,4,32,2,3,1,3,2
529,1,3,18,3,3,2238,1,2,2,1,3,25,2,2,2,2,1
530,1,3,4,3,3,1503,1,3,2,2,1,42,2,2,2,1,1
531,1,3,24,3,1,2197,4,3,4,2,3,43,2,2,2,2,2
532,1,3,12,2,3,1881,1,2,2,1,3,44,2,1,1,1,2
533,1,1,18,3,3,1880,1,3,4,3,2,32,2,2,2,3,2
534,1,1,18,2,3,2389,1,1,4,1,3,27,1,2,1,2,1
535,1,2,24,2,3,1967,1,4,4,1,3,20,2,2,1,2,2
536,1,3,4,3,0,3380,1,3,1,1,1,37,2,2,1,2,1
537,1,3,4,3,0,1455,1,3,2,2,1,42,2,2,2,1,1
538,1,3,7,3,3,730,4,4,4,2,2,46,2,1,2,1,2
539,1,2,18,1,2,3244,1,2,1,1,3,33,1,2,2,2,2
540,0,2,9,2,3,1670,1,1,4,1,3,22,2,2,1,2,2
541,1,2,48,2,3,3979,4,3,4,2,3,41,2,2,2,2,2
542,0,2,12,2,2,1922,1,2,4,2,2,37,2,2,1,1,1
543,1,2,18,3,2,1295,1,1,4,1,2,27,2,2,2,2,1
544,1,3,4,3,3,1544,1,3,2,2,1,42,2,2,2,1,1
545,1,2,8,2,0,907,1,1,3,3,1,26,2,2,1,2,2
546,1,2,30,2,3,1715,4,2,4,1,3,26,2,2,1,2,1
547,1,3,10,3,3,1347,4,3,4,2,2,27,2,2,2,2,2
548,1,2,12,2,0,1007,3,2,4,3,1,22,2,2,1,2,1
549,1,3,12,3,2,1402,3,3,3,1,3,37,2,1,1,2,2
550,1,2,12,2,0,2002,1,3,3,2,2,30,2,1,1,2,2
551,1,3,12,3,3,2096,1,3,2,2,1,49,2,2,1,1,1
552,1,3,12,2,0,1101,1,2,3,3,1,27,2,2,2,2,2
553,1,3,10,2,0,894,4,3,4,1,2,40,2,2,1,2,2
554,1,2,11,2,2,1577,3,1,4,1,1,20,2,2,1,2,1
555,1,3,33,3,0,2764,1,2,2,1,3,26,2,2,2,2,2
556,1,2,48,1,0,8358,3,1,1,1,3,30,2,2,2,2,1
557,1,3,12,2,2,1474,1,1,4,1,2,33,1,2,1,3,2
558,1,3,24,2,1,5433,4,1,2,1,2,26,2,1,1,3,2
559,1,2,14,2,0,1410,3,4,1,3,1,35,2,2,1,2,2
560,1,3,20,3,0,3485,4,1,2,1,1,44,2,2,2,2,2
561,1,3,18,3,1,3850,1,3,3,2,3,27,2,2,2,2,1
562,0,2,60,2,0,7408,2,1,4,1,2,24,2,2,1,3,1
563,1,3,24,2,3,1377,2,4,4,1,4,47,2,3,1,2,2
564,1,3,30,3,0,4272,2,2,2,2,2,26,2,2,2,1,1
565,1,2,24,3,3,1553,2,3,3,1,2,23,2,1,2,2,2
566,1,2,36,3,0,9857,2,3,1,2,2,31,2,2,2,1,2
567,1,3,6,3,0,362,2,2,4,1,3,52,2,2,2,1,1
568,1,3,12,3,2,1935,1,4,4,2,1,43,2,2,2,2,2
569,1,3,48,2,3,10222,4,3,4,2,3,37,1,2,1,2,2
570,1,3,12,2,0,1330,1,1,4,2,1,26,2,2,1,2,1
571,1,3,36,2,3,9055,4,2,2,2,4,35,2,3,1,1,2
572,1,2,26,2,1,7966,1,1,2,2,3,30,2,2,2,2,1
573,1,2,30,1,2,3496,3,2,4,2,3,34,1,2,1,2,2
574,1,2,36,2,1,6948,1,2,2,2,3,35,2,1,1,3,2
575,1,2,48,1,0,12204,4,2,2,2,3,48,1,2,1,3,2
576,0,1,36,2,2,3446,1,4,4,2,3,42,2,2,1,2,1
577,0,1,12,2,3,684,1,2,4,2,3,40,2,1,1,1,1
578,0,1,33,3,2,4281,3,2,1,1,3,23,2,2,2,2,1
579,0,1,42,2,3,7174,4,3,4,1,3,30,2,2,1,3,2
580,0,1,24,1,3,1546,1,3,4,2,3,24,1,1,1,1,1
581,0,1,24,2,2,2359,2,1,1,1,2,33,2,2,1,2,1
582,0,3,24,2,3,3621,2,4,2,2,3,31,2,2,2,2,1
583,0,1,12,2,3,741,2,1,4,1,2,22,2,2,1,2,1
584,0,1,12,2,2,7865,1,4,4,2,4,53,2,3,1,3,2
585,1,1,24,2,1,2910,1,3,2,2,4,34,2,3,1,3,2
586,1,1,18,3,0,5302,1,4,2,2,4,36,2,3,2,3,2
587,1,1,36,2,2,3620,1,2,1,2,2,37,2,2,1,2,1
588,1,1,18,2,3,3509,1,3,4,1,1,25,2,2,1,2,1
589,1,2,12,2,2,3017,1,1,3,1,1,34,2,1,1,3,1
590,1,1,12,2,2,1657,1,2,2,2,1,27,2,2,1,2,1
591,1,1,8,3,0,1164,1,4,3,2,4,51,1,3,2,3,2
592,0,1,36,3,2,6229,1,1,4,1,4,23,2,1,2,1,2
593,0,1,24,1,0,1193,1,1,1,1,4,29,2,1,2,1,1
594,1,1,30,1,2,4583,1,2,2,1,1,32,2,2,2,2,1
595,1,1,36,3,2,5371,1,2,3,2,2,28,2,2,2,2,1
596,1,1,12,2,2,708,1,2,2,2,2,38,2,2,1,1,1
597,1,1,21,3,0,571,1,4,4,2,1,65,2,2,2,2,1
598,1,1,30,2,3,2522,1,4,1,2,2,39,2,2,1,2,1
599,0,1,36,2,2,5179,1,3,4,2,2,29,2,2,1,2,1
600,0,1,36,2,1,8229,1,2,2,2,2,26,2,2,1,2,1
601,1,3,24,3,2,2028,1,3,2,2,2,30,2,2,2,1,1
602,1,1,6,2,0,1374,4,1,4,1,2,75,2,2,1,3,2
603,1,1,12,2,2,1289,1,2,4,2,2,21,2,2,1,1,1
604,0,1,36,2,2,2712,1,4,2,2,2,41,1,2,1,2,1
605,1,1,15,3,2,975,1,2,2,1,2,25,2,2,2,2,1
606,1,2,6,3,2,1050,1,1,4,2,2,35,1,2,2,3,2
607,1,1,6,3,0,609,1,3,4,1,2,37,2,2,2,2,1
608,1,1,48,2,1,4788,1,3,4,2,2,26,2,2,1,2,1
609,1,2,24,2,2,3069,2,4,4,2,4,30,2,3,1,2,1
610,0,2,12,2,0,836,2,1,4,1,2,23,1,2,1,1,1
611,1,1,12,2,2,2577,1,2,2,1,3,42,2,2,1,2,1
612,1,1,12,2,2,1620,1,2,2,1,2,30,2,2,1,2,1
613,1,1,15,2,2,1845,1,1,4,1,2,46,2,1,1,2,1
614,1,1,24,2,1,6579,1,1,4,2,4,29,2,3,1,3,2
615,1,1,12,2,0,1893,1,2,4,1,2,29,2,2,1,2,2
616,1,1,30,3,1,10623,1,4,3,2,4,38,2,3,2,3,2
617,1,1,18,2,0,2249,2,3,4,2,3,30,2,2,1,3,2
618,0,1,30,2,2,3108,1,1,2,1,2,31,2,2,1,1,1
619,1,2,12,3,0,958,1,3,2,2,1,47,2,2,2,1,1
620,1,3,24,2,1,9277,4,2,2,1,4,48,2,3,1,2,2
621,1,3,24,3,0,6314,1,1,4,2,4,27,1,2,2,3,2
622,1,1,12,3,1,1526,1,4,4,2,4,66,2,3,2,3,1
623,1,1,12,2,2,3590,1,2,2,2,2,29,2,2,1,1,1
624,1,1,24,3,1,6615,1,1,2,2,4,75,2,3,2,3,2
625,1,1,6,3,2,1872,1,1,4,2,4,36,2,3,2,3,2
626,1,3,12,2,0,2859,4,1,4,2,4,38,2,2,1,3,2
627,1,3,18,3,3,1582,3,4,4,2,3,46,2,2,2,2,1
628,1,3,6,2,0,1238,4,1,4,2,2,36,2,2,1,3,2
629,1,1,12,2,2,2578,1,1,3,1,4,55,2,3,1,3,1
630,1,1,15,3,2,1433,1,2,4,1,2,25,2,1,2,2,1
631,1,1,42,2,2,7882,1,3,2,2,2,45,2,3,1,2,1
632,1,1,24,2,2,4169,1,2,4,2,2,28,2,2,1,2,1
633,1,1,36,2,2,3959,1,1,4,2,2,30,2,2,1,3,2
634,1,1,36,2,0,3249,1,3,2,2,4,39,1,3,1,3,2
635,1,1,24,2,2,3149,1,1,4,2,4,22,1,3,1,2,1
636,0,1,12,3,2,2246,1,4,3,2,2,60,2,2,2,2,1
637,1,1,13,3,0,1797,1,1,3,2,2,28,1,2,2,1,1
638,1,1,20,3,2,4272,1,4,1,1,2,24,2,2,2,2,1
639,1,1,24,3,1,2957,1,4,4,2,2,63,2,2,2,2,2
640,1,1,36,3,2,2348,1,2,3,3,2,46,2,2,2,2,2
641,1,3,42,1,0,6289,1,1,2,1,2,33,2,2,2,2,1
642,1,1,24,3,1,6419,1,4,2,1,4,44,2,3,2,3,2
643,0,1,48,3,1,6143,1,4,4,1,4,58,1,3,2,1,1
644,1,3,24,3,3,1597,1,4,4,2,4,54,2,3,2,2,1
645,1,1,36,2,0,15857,1,1,2,1,3,43,2,2,1,3,1
646,1,3,24,3,3,2223,2,4,4,2,2,52,1,2,2,2,1
647,1,3,48,3,3,7238,4,4,3,2,3,32,1,2,2,2,1
648,1,2,30,3,0,2503,2,4,4,2,2,41,1,2,2,2,1
649,1,2,18,2,0,2622,2,2,4,2,3,34,2,2,1,2,1
650,1,2,24,2,2,4351,4,2,1,1,2,48,2,2,1,1,2
651,1,2,6,2,3,368,4,4,4,2,2,38,2,2,1,2,1
652,1,2,12,2,0,754,4,4,4,2,2,38,2,2,2,2,1
653,1,3,24,3,3,2424,4,4,4,2,2,53,2,2,2,2,1
654,1,2,48,3,0,6681,4,2,4,2,4,38,2,3,1,2,2
655,1,2,18,3,0,2427,4,4,4,2,2,42,2,2,2,2,1
656,0,2,24,3,3,1216,2,1,4,2,4,38,1,2,2,2,1
657,1,2,6,2,3,753,1,2,2,1,1,64,2,2,1,2,1
658,1,2,7,2,3,2576,1,2,2,2,1,35,2,2,1,2,1
659,1,2,6,2,3,590,1,1,3,3,1,26,2,2,1,1,1
660,1,2,8,2,3,1414,1,2,4,2,1,33,2,2,1,2,1
661,1,2,12,2,3,1103,1,3,4,2,1,29,2,2,2,2,1
662,1,2,12,3,3,585,1,2,4,3,1,20,2,1,2,2,1
663,1,2,6,2,3,1068,1,4,4,2,3,28,2,2,1,2,1
664,1,1,8,3,0,713,1,4,4,2,1,47,2,2,2,1,1
665,1,2,12,2,3,1092,1,2,4,1,1,49,2,2,2,2,2
666,1,2,7,2,3,2329,1,1,1,1,1,45,2,2,1,2,1
667,1,2,13,3,3,882,1,1,4,2,1,23,2,2,2,2,1
668,1,2,18,2,3,866,1,2,4,3,1,25,2,2,1,1,1
669,1,2,7,2,3,2415,1,2,3,2,1,34,2,2,1,2,1
670,1,2,13,2,3,2101,1,1,2,1,2,23,2,2,1,1,1
671,1,2,18,2,3,1301,1,4,4,3,1,32,2,2,1,1,1
672,1,2,18,2,3,1113,1,2,4,1,1,26,2,2,1,1,1
673,1,2,8,2,3,760,1,3,4,1,1,44,2,2,1,1,1
674,1,2,12,2,3,625,1,1,4,3,1,26,1,2,1,1,1
675,1,3,6,3,0,1323,2,4,2,1,3,28,2,2,2,2,2
676,1,1,9,3,3,1138,1,2,4,2,1,25,2,2,2,1,1
677,1,2,18,3,3,1795,1,4,3,1,1,48,1,1,2,1,2
678,1,2,15,3,3,2728,4,3,4,2,1,35,1,2,2,2,2
679,1,2,6,2,3,484,1,3,3,3,1,28,1,2,1,1,1
680,1,2,10,1,3,1048,1,2,4,2,1,23,1,2,1,1,1
681,1,2,12,2,3,1155,1,4,3,3,1,40,1,2,2,1,1
682,1,2,20,3,1,7057,4,3,3,2,2,36,1,1,2,3,2
683,1,2,15,3,3,1537,4,4,4,2,1,50,2,2,2,2,2
684,1,1,12,2,3,2214,1,2,4,2,2,24,2,2,1,1,1
685,1,3,24,3,2,1585,1,3,4,2,2,40,2,2,2,2,1
686,1,2,10,2,2,1521,1,2,4,1,3,31,2,2,1,1,1
687,1,2,36,1,3,3990,4,1,3,1,4,29,1,2,1,1,1
688,1,3,18,2,2,3049,1,1,1,1,2,45,1,2,1,1,1
689,0,1,24,2,3,1282,2,2,4,1,3,32,2,2,1,1,1
690,1,3,60,2,3,10144,2,3,2,1,1,21,2,2,1,2,2
691,1,1,12,2,0,1168,1,2,4,3,1,27,2,2,1,1,1
692,1,2,6,2,3,454,1,1,3,3,2,22,2,2,1,1,1
693,1,3,15,3,1,3594,1,1,1,1,2,46,2,2,2,1,1
694,1,3,12,2,2,1768,1,2,3,2,1,24,2,1,1,1,1
695,1,3,60,3,3,15653,1,3,2,2,3,21,2,2,2,2,2
696,1,3,12,3,0,2247,1,2,2,1,3,36,1,2,2,2,2
697,1,3,24,2,3,1413,1,2,4,3,2,28,2,2,1,2,1
698,1,2,45,3,1,4576,2,1,3,2,3,27,2,2,1,2,1
699,1,1,24,3,3,1231,3,4,4,1,2,57,2,1,2,3,2
700,0,1,36,2,1,8335,4,4,3,2,4,47,2,3,1,2,1
701,1,2,36,3,1,5800,1,2,3,2,3,34,2,2,2,2,2
702,1,1,18,3,3,8471,4,2,1,1,3,23,2,1,2,2,2
703,1,1,30,2,2,3622,3,4,4,1,2,57,2,1,2,2,2
704,1,1,6,3,3,1169,4,4,4,2,1,67,2,2,2,2,2
705,1,3,15,2,3,1262,3,3,4,2,2,36,2,2,2,2,2
706,1,3,24,3,2,3617,4,4,4,2,4,20,2,1,2,2,1
707,1,2,30,3,0,2181,4,4,4,2,1,36,2,2,2,2,1
708,0,1,48,1,0,7685,1,3,2,1,3,37,2,1,1,2,1
709,1,3,48,3,3,6110,1,2,1,2,4,31,1,3,1,2,2
710,1,3,24,2,0,3757,1,4,4,1,4,62,2,3,1,2,2
711,1,1,42,3,3,3394,1,1,4,2,3,65,2,2,2,1,1
712,1,3,36,3,0,6304,4,4,4,2,1,36,2,2,2,2,1
713,1,3,9,3,3,1244,4,4,4,1,2,41,2,1,2,1,1
714,1,3,6,2,0,3518,1,2,2,2,2,26,2,1,1,2,1
715,1,3,36,1,3,2613,1,2,4,2,3,27,2,2,2,2,1
716,1,1,48,2,3,7476,1,3,4,2,4,50,2,3,1,3,2
717,0,3,24,2,0,4591,3,2,2,2,2,54,2,2,2,3,2
718,0,2,18,2,2,1924,4,1,4,1,1,27,2,1,1,2,1
719,0,2,72,2,3,5595,2,2,2,3,3,24,2,2,1,2,1
720,0,2,48,3,3,6224,1,4,4,2,4,50,2,3,1,2,1
721,1,3,15,2,3,1905,1,4,4,2,3,40,2,1,1,3,2
722,1,3,21,3,1,2993,1,2,3,2,1,28,1,2,2,1,1
723,1,3,36,3,1,8947,4,3,3,2,3,31,1,2,1,3,2
724,1,1,24,2,2,4020,1,2,2,2,3,27,1,2,1,2,1
725,1,2,18,2,1,2779,1,2,1,3,3,21,2,1,1,2,2
726,1,3,21,2,0,2782,3,3,1,1,3,31,1,2,1,3,1
727,1,3,12,2,0,1884,1,4,4,2,3,39,2,2,1,3,2
728,1,3,36,3,1,11054,4,2,4,2,3,30,2,2,1,3,2
729,1,2,60,3,3,9157,4,2,2,2,4,27,2,3,1,3,1
730,1,2,42,1,1,9283,1,1,1,2,4,55,1,3,1,3,2
731,1,3,60,2,0,6527,4,2,4,2,4,34,2,3,1,2,2
732,1,3,15,3,1,3368,3,4,3,2,4,23,2,1,2,2,2
733,1,1,15,2,0,2511,1,1,1,1,3,23,2,1,1,2,1
734,1,1,36,2,1,5493,1,4,2,2,4,42,2,3,1,2,1
735,1,3,6,2,3,1338,3,2,1,1,1,62,2,2,1,2,1
736,1,2,9,2,3,1082,1,4,4,2,3,37,2,2,2,1,1
737,1,3,18,3,3,1149,3,2,4,2,1,46,2,2,2,2,1
738,1,2,15,2,3,1308,1,4,4,2,3,38,2,2,2,1,1
739,1,2,20,1,1,6148,2,4,3,3,3,31,1,2,2,2,2
740,1,3,12,2,2,1736,1,3,3,1,1,31,2,2,1,1,1
741,1,3,12,2,3,3059,3,3,2,1,1,61,2,2,1,1,1
742,0,1,24,2,2,2996,4,2,2,3,3,20,2,2,1,2,1
743,1,3,30,3,1,7596,4,4,1,2,3,63,2,2,2,2,1
744,1,3,30,2,1,4811,4,3,2,1,2,24,1,1,1,1,1
745,1,3,6,2,2,1766,1,2,1,3,2,21,2,1,1,2,1
746,1,2,24,2,1,2760,4,4,4,2,4,36,1,3,1,2,2
