,Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,Telephone
381,1,1,7,2,2,6,1,3,1,1,3,2,2,1,1,1,1
382,1,3,1,3,0,3,4,4,2,2,4,4,1,3,1,3,2
383,1,2,9,2,0,10,1,2,4,3,1,1,2,1,1,1,1
384,1,3,3,3,2,6,3,2,4,2,1,2,2,2,1,2,2
385,1,2,9,2,3,10,1,2,4,2,1,1,2,2,1,2,1
386,0,2,9,2,2,9,1,2,4,1,2,2,2,2,1,2,1
387,1,3,6,2,0,5,1,2,1,2,2,3,2,2,1,1,1
388,1,3,9,2,3,8,1,2,2,2,3,2,2,2,1,2,2
389,1,1,6,2,1,6,4,4,2,1,1,2,2,1,1,2,1
390,1,3,8,2,1,6,1,3,2,2,3,2,2,2,1,2,1
391,1,3,8,3,0,8,3,1,2,2,4,5,1,3,1,1,1
392,1,3,9,3,3,8,1,2,2,1,2,3,2,2,1,1,1
393,1,3,8,3,3,8,1,2,4,2,4,2,2,3,1,2,2
394,1,3,6,2,2,5,2,2,4,2,3,1,1,2,1,2,1
395,1,2,9,2,3,8,1,4,4,1,1,1,2,2,1,2,1
396,1,2,6,3,3,5,1,1,1,2,3,2,2,2,1,2,1
397,1,3,8,2,3,9,1,2,4,2,1,2,1,2,1,2,1
398,1,3,8,3,1,7,1,2,4,3,1,3,2,1,1,2,1
399,1,2,8,2,0,5,1,3,2,2,3,2,2,2,1,2,1
400,1,2,6,2,3,6,1,1,4,1,2,2,2,2,1,2,2
401,1,2,8,2,3,8,2,3,3,2,1,2,2,2,1,1,1
402,1,1,9,2,1,8,3,1,1,1,2,1,2,1,1,1,2
403,1,3,6,2,3,6,1,1,4,1,2,2,2,2,1,2,2
404,1,3,7,2,3,6,1,1,3,2,3,2,2,2,1,2,2
405,1,2,2,2,3,5,4,1,3,2,4,3,1,3,1,1,2
406,1,3,8,2,1,6,1,2,3,2,3,2,2,2,1,2,2
407,1,2,9,2,3,8,1,2,2,3,1,2,1,2,1,2,2
408,1,2,7,2,3,7,3,1,3,3,1,2,1,2,1,2,2
409,1,3,3,2,3,5,4,3,2,3,2,2,2,1,1,2,2
410,1,3,8,2,3,8,2,1,2,1,1,4,2,2,1,2,1
411,1,3,6,3,3,6,4,2,4,2,1,2,2,2,1,2,2
412,1,3,8,3,3,9,4,4,4,2,3,2,2,2,1,2,1
413,1,3,6,3,3,7,3,2,4,2,3,3,2,2,1,2,2
414,1,3,8,3,3,9,3,4,4,2,2,3,2,2,1,2,2
415,1,3,6,3,3,6,1,4,4,2,3,2,2,2,1,2,1
416,1,3,9,3,3,8,2,1,4,1,1,3,2,2,1,1,1
417,1,3,6,3,1,5,3,2,4,2,1,2,2,2,1,2,1
418,1,3,7,3,3,8,4,2,4,2,2,2,2,2,1,2,2
419,1,1,8,3,2,8,1,4,4,2,3,3,2,2,1,2,2
420,1,3,8,2,3,9,1,2,4,3,1,2,2,2,1,2,1
421,1,2,9,3,0,8,3,2,4,1,3,3,2,2,1,2,1
422,1,2,8,3,0,8,1,1,2,2,3,5,2,3,1,1,2
423,1,3,8,2,0,7,4,4,4,1,4,3,2,3,1,3,2
424,1,3,8,3,3,7,1,4,4,2,3,3,2,2,1,2,2
425,1,3,8,3,3,9,1,4,4,2,1,3,2,2,1,2,1
426,1,2,4,3,3,3,2,3,2,2,4,2,2,1,1,2,2
427,0,2,9,3,3,7,1,4,2,1,3,2,2,2,1,3,2
428,1,1,8,2,3,8,4,2,4,1,2,1,1,1,1,2,2
429,1,2,9,2,0,6,4,2,1,1,1,2,2,2,1,1,1
430,1,3,5,3,3,6,1,3,4,1,3,2,2,1,1,3,2
431,0,3,8,3,3,7,3,4,4,2,4,3,2,3,1,2,1
432,1,2,8,3,3,7,3,2,2,2,3,2,1,2,1,2,1
433,1,2,7,3,3,7,4,2,4,3,1,2,1,2,1,2,1
434,1,3,8,3,3,8,4,4,4,2,4,3,2,1,1,1,1
435,1,3,9,3,3,9,4,4,3,2,4,2,2,3,1,2,1
436,1,3,8,3,3,7,2,2,4,1,3,2,2,2,1,2,1
437,1,3,9,3,3,9,1,2,3,1,1,1,2,2,1,2,1
438,1,1,6,3,3,7,1,4,4,2,3,3,1,2,1,3,2
439,1,2,7,3,3,6,1,1,3,3,3,3,2,2,1,1,2
440,1,3,7,3,2,7,1,1,4,1,2,1,2,2,1,2,2
441,1,3,6,3,3,5,1,3,3,2,3,2,2,2,1,2,1
442,1,1,4,3,2,3,4,3,4,2,2,2,2,2,1,3,2
443,1,3,8,2,3,8,4,2,4,3,1,3,2,1,1,2,2
444,1,3,8,3,3,9,1,4,4,2,1,3,2,2,1,2,1
445,1,3,8,2,2,7,1,2,4,2,1,3,2,2,1,2,1
446,1,3,9,3,3,9,4,4,4,2,4,2,2,3,1,2,1
447,1,3,8,2,3,9,4,2,4,1,3,1,2,2,1,2,1
448,1,3,4,2,1,6,1,2,2,2,4,2,2,3,1,3,2
449,1,2,9,2,3,9,3,2,4,1,1,5,2,2,1,1,1
450,0,2,8,2,3,9,3,2,4,2,1,5,2,2,1,1,1
451,1,1,7,2,2,7,4,3,4,2,3,2,2,2,1,2,2
452,1,2,9,2,0,5,1,1,2,2,4,5,1,3,1,3,2
453,1,2,6,3,3,5,1,1,2,1,4,1,2,3,1,2,2
454,1,1,8,2,0,6,1,1,1,2,4,1,2,3,1,2,1
455,1,2,1,3,3,5,4,2,1,2,1,2,2,2,1,1,1
456,1,2,7,3,3,6,1,2,2,2,3,2,1,2,1,2,2
457,1,2,7,2,3,7,3,2,4,2,2,2,2,2,1,1,2
458,1,2,6,3,2,7,4,1,4,2,2,2,1,2,1,1,1
459,1,3,8,2,1,7,4,1,2,3,3,2,2,1,1,2,2
460,1,2,7,2,1,5,4,1,1,1,1,4,2,2,1,3,2
461,1,2,7,3,2,5,1,1,4,2,2,3,1,2,1,3,2
462,1,3,8,2,1,6,2,1,1,1,3,1,2,2,1,2,2
463,0,1,6,2,0,6,1,2,3,2,3,3,2,2,1,1,1
464,1,2,8,2,0,5,4,1,1,1,1,1,2,1,1,1,1
465,1,3,8,2,2,8,4,4,3,1,1,3,2,2,1,3,2
466,1,2,8,2,1,7,4,2,4,2,3,2,2,2,1,2,1
467,1,3,8,2,0,5,3,4,1,1,4,2,2,3,1,2,1
468,1,2,4,2,3,7,1,3,4,2,3,1,2,1,1,2,1
469,1,3,8,2,3,8,1,4,4,2,2,3,1,2,1,2,2
470,1,3,7,2,2,7,1,2,4,2,4,3,1,3,1,2,1
471,1,3,6,2,3,9,4,4,4,2,3,1,2,2,1,2,1
472,1,3,4,2,3,5,4,4,3,2,2,2,2,2,1,2,1
473,1,3,8,2,2,7,4,3,1,1,1,2,1,1,1,1,1
474,1,3,4,2,3,6,1,4,4,2,3,2,2,2,1,2,1
475,1,3,6,2,3,9,1,1,4,3,3,2,2,2,1,1,1
476,1,3,7,2,2,6,1,4,4,2,2,3,1,2,1,2,2
477,1,3,6,2,3,6,4,1,4,2,3,1,2,2,1,2,1
478,1,3,8,3,3,6,1,4,2,1,4,3,1,3,1,1,1
479,1,2,7,2,3,6,1,1,2,1,3,5,2,2,1,2,2
480,1,3,6,2,3,5,4,4,4,2,2,3,2,2,1,2,2
481,1,2,7,2,2,6,1,3,2,1,1,3,2,1,1,2,1
482,1,3,6,3,3,6,1,2,1,2,4,2,2,3,1,2,1
483,1,3,8,3,2,5,4,4,2,2,2,3,2,1,1,2,2
484,1,3,8,3,2,7,3,3,3,1,2,2,2,2,1,2,1
485,1,3,8,3,3,8,1,2,3,1,1,2,2,2,1,2,1
486,1,3,7,3,2,6,1,1,3,1,3,2,2,2,1,3,2
487,1,2,7,3,2,6,1,4,3,1,2,2,2,2,1,2,2
488,1,3,8,2,3,8,1,2,2,3,1,2,2,2,1,2,2
489,1,3,8,2,0,6,4,1,2,2,2,3,2,2,1,3,2
490,1,3,7,2,3,7,1,1,4,2,1,2,2,2,1,2,1
491,1,3,8,3,2,6,1,4,2,2,2,3,1,2,1,2,1
492,1,1,7,1,3,6,1,3,3,2,2,2,1,2,1,2,2
493,1,3,6,3,3,6,1,4,4,3,1,3,2,2,1,2,1
494,1,1,8,3,1,8,1,4,4,2,1,3,2,2,1,2,1
495,1,3,6,2,3,8,2,3,4,3,2,2,2,2,1,2,2
496,1,3,9,2,3,7,1,3,2,3,1,2,2,1,1,2,1
497,1,3,6,3,1,6,4,3,3,2,2,3,2,2,1,2,2
498,1,3,8,3,0,9,1,1,1,1,2,2,2,2,1,1,1
499,1,1,8,2,3,7,3,4,3,3,1,2,2,2,1,2,1
500,1,3,6,2,0,8,1,1,4,3,1,2,2,2,1,2,1
501,1,3,6,3,0,7,2,3,4,3,2,2,2,2,1,2,2
502,1,3,9,2,3,7,1,3,3,2,2,3,2,2,1,2,1
503,1,3,6,3,3,7,1,2,4,1,1,2,2,2,1,2,2
504,1,3,6,2,1,4,1,3,3,2,3,2,2,2,1,3,2
505,1,3,9,3,3,7,1,4,2,3,1,2,2,1,1,2,1
506,1,3,8,3,3,8,4,4,4,1,1,2,2,2,1,2,2
507,1,3,6,3,1,5,4,2,2,2,2,3,2,2,1,3,2
508,1,3,6,3,2,5,1,4,4,2,3,2,2,2,1,2,2
509,1,1,9,2,0,8,2,4,3,2,2,3,2,2,1,2,2
510,1,3,9,3,0,7,3,2,1,3,3,1,2,2,1,2,1
511,1,3,9,2,3,7,1,1,1,1,4,3,2,2,1,2,1
512,1,2,6,3,0,6,2,1,4,1,3,2,2,2,1,2,2
513,1,2,5,2,2,6,1,1,2,3,2,1,2,2,1,2,1
514,1,3,8,2,0,6,3,3,2,1,3,1,2,1,1,2,1
515,1,2,6,2,3,6,2,1,2,2,3,2,2,2,1,2,1
516,1,2,6,3,3,5,2,3,4,2,3,2,2,1,1,3,2
517,0,3,4,2,3,7,1,2,4,2,4,2,1,3,1,2,2
518,0,3,6,2,3,5,4,1,1,1,3,3,2,2,1,2,2
519,0,3,4,3,2,5,1,1,2,1,2,1,2,1,1,2,2
520,0,3,4,2,2,6,1,2,4,1,3,2,2,2,1,3,2
521,0,3,4,2,2,3,1,1,4,1,3,2,2,2,1,3,2
522,1,3,9,2,3,9,1,2,3,1,1,2,2,2,1,2,1
523,1,3,7,2,3,8,4,1,4,1,1,1,2,1,1,2,2
524,1,2,8,3,1,7,1,1,4,2,3,2,2,2,1,3,2
525,1,3,4,3,3,4,1,2,2,1,3,2,1,2,1,2,1
526,1,1,8,2,3,9,1,2,4,3,1,3,2,2,1,1,1
527,1,2,8,2,3,6,1,3,2,1,1,2,2,2,1,2,1
528,1,3,7,2,3,7,1,2,4,2,4,2,2,3,1,3,2
529,1,3,7,3,3,7,1,2,2,1,3,1,2,2,1,2,1
530,1,3,10,3,3,7,1,3,2,2,1,3,2,2,1,1,1
531,1,3,6,3,1,7,4,3,4,2,3,3,2,2,1,2,2
532,1,3,8,2,3,7,1,2,2,1,3,3,2,1,1,1,2
533,1,1,7,3,3,7,1,3,4,3,2,2,2,2,1,3,2
534,1,1,7,2,3,7,1,1,4,1,3,2,1,2,1,2,1
535,1,2,6,2,3,7,1,4,4,1,3,1,2,2,1,2,2
536,1,3,10,3,0,6,1,3,1,1,1,2,2,2,1,2,1
537,1,3,10,3,0,8,1,3,2,2,1,3,2,2,1,1,1
538,1,3,9,3,3,9,4,4,4,2,2,3,2,1,1,1,2
539,1,2,7,1,2,6,1,2,1,1,3,2,1,2,1,2,2
540,0,2,9,2,3,7,1,1,4,1,3,1,2,2,1,2,2
541,1,2,2,2,3,6,4,3,4,2,3,3,2,2,1,2,2
542,0,2,8,2,2,7,1,2,4,2,2,2,2,2,1,1,1
543,1,2,7,3,2,8,1,1,4,1,2,2,2,2,1,2,1
544,1,3,10,3,3,7,1,3,2,2,1,3,2,2,1,1,1
545,1,2,9,2,3,9,1,1,3,3,1,2,2,2,1,2,2
546,1,2,5,2,3,7,4,2,4,1,3,2,2,2,1,2,1
547,1,3,9,3,3,8,4,3,4,2,2,2,2,2,1,2,2
548,1,2,8,2,0,8,3,2,4,3,1,1,2,2,1,2,1
549,1,3,8,3,2,8,3,3,3,1,3,2,2,1,1,2,2
550,1,2,8,2,0,7,1,3,3,2,2,2,2,1,1,2,2
551,1,3,8,3,3,7,1,3,2,2,1,3,2,2,1,1,1
552,1,3,8,2,0,8,1,2,3,3,1,2,2,2,1,2,2
553,1,3,9,2,3,9,4,3,4,1,2,3,2,2,1,2,2
554,1,2,9,2,2,7,3,1,4,1,1,1,2,2,1,2,1
555,1,3,5,3,3,6,1,2,2,1,3,2,2,2,1,2,2
556,1,2,2,1,0,4,3,1,1,1,3,2,2,2,1,2,1
557,1,3,8,2,2,8,1,1,4,1,2,2,1,2,1,3,2
558,1,3,6,2,1,5,4,1,2,1,2,2,2,1,1,3,2
559,1,2,8,2,3,8,3,4,1,3,1,2,2,2,1,2,2
560,1,3,7,3,0,6,4,1,2,1,1,3,2,2,1,2,2
561,1,3,7,3,1,6,1,3,3,2,3,2,2,2,1,2,1
562,0,2,1,2,0,5,2,1,4,1,2,1,2,2,1,3,1
563,1,3,6,2,3,8,2,4,4,1,4,3,2,3,1,2,2
564,1,3,5,3,3,6,2,2,2,2,2,2,2,2,1,1,1
565,1,2,6,3,3,7,2,3,3,1,2,1,2,1,1,2,2
566,1,2,4,3,3,4,2,3,1,2,2,2,2,2,1,1,2
567,1,3,9,3,0,10,2,2,4,1,3,3,2,2,1,1,1
568,1,3,8,3,2,7,1,4,4,2,1,3,2,2,1,2,2
569,1,3,2,2,3,3,4,3,4,2,3,2,1,2,1,2,2
570,1,3,8,2,0,8,1,1,4,2,1,2,2,2,1,2,1
571,1,3,4,2,3,4,4,2,2,2,4,2,2,3,1,1,2
572,1,2,6,2,1,4,1,1,2,2,3,2,2,2,1,2,1
573,1,2,5,1,2,6,3,2,4,2,3,2,1,2,1,2,2
574,1,2,4,2,1,5,1,2,2,2,3,2,2,1,1,3,2
575,1,2,2,1,3,3,4,2,2,2,3,3,1,2,1,3,2
576,0,1,4,2,2,6,1,4,4,2,3,3,2,2,1,2,1
577,0,1,8,2,3,9,1,2,4,2,3,3,2,1,1,1,1
578,0,1,5,3,2,6,3,2,1,1,3,1,2,2,1,2,1
579,0,1,3,2,3,5,4,3,4,1,3,2,2,2,1,3,2
580,0,1,6,1,3,7,1,3,4,2,3,1,1,1,1,1,1
581,0,1,6,2,2,7,2,1,1,1,2,2,2,2,1,2,1
582,0,3,6,2,3,6,2,4,2,2,3,2,2,2,1,2,1
583,0,1,8,2,3,9,2,1,4,1,2,1,2,2,1,2,1
584,0,1,8,2,2,4,1,4,4,2,4,3,2,3,1,3,2
585,1,1,6,2,1,6,1,3,2,2,4,2,2,3,1,3,2
586,1,1,7,3,0,5,1,4,2,2,4,2,2,3,1,3,2
587,1,1,4,2,2,6,1,2,1,2,2,2,2,2,1,2,1
588,1,1,7,2,3,6,1,3,4,1,1,1,2,2,1,2,1
589,1,2,8,2,2,6,1,1,3,1,1,2,2,1,1,3,1
590,1,1,8,2,2,7,1,2,2,2,1,2,2,2,1,2,1
591,1,1,9,3,3,8,1,4,3,2,4,3,1,3,1,3,2
592,0,1,4,3,2,5,1,1,4,1,4,1,2,1,1,1,2
593,0,1,6,1,0,8,1,1,1,1,4,2,2,1,1,1,1
594,1,1,5,1,2,6,1,2,2,1,1,2,2,2,1,2,1
595,1,1,4,3,2,5,1,2,3,2,2,2,2,2,1,2,1
596,1,1,8,2,2,9,1,2,2,2,2,2,2,2,1,1,1
597,1,1,7,3,0,9,1,4,4,2,1,5,2,2,1,2,1
598,1,1,5,2,3,6,1,4,1,2,2,2,2,2,1,2,1
599,0,1,4,2,2,5,1,3,4,2,2,2,2,2,1,2,1
600,0,1,4,2,1,4,1,2,2,2,2,2,2,2,1,2,1
601,1,3,6,3,2,7,1,3,2,2,2,2,2,2,1,1,1
602,1,1,9,2,0,8,4,1,4,1,2,5,2,2,1,3,2
603,1,1,8,2,2,8,1,2,4,2,2,1,2,2,1,1,1
604,0,1,4,2,2,6,1,4,2,2,2,3,1,2,1,2,1
605,1,1,8,3,2,9,1,2,2,1,2,1,2,2,1,2,1
606,1,2,9,3,2,8,1,1,4,2,2,2,1,2,1,3,2
607,1,1,9,3,0,9,1,3,4,1,2,2,2,2,1,2,1
608,1,1,2,2,1,6,1,3,4,2,2,2,2,2,1,2,1
609,1,2,6,2,2,6,2,4,4,2,4,2,2,3,1,2,1
610,0,2,8,2,0,9,2,1,4,1,2,1,1,2,1,1,1
611,1,1,8,2,2,6,1,2,2,1,3,3,2,2,1,2,1
612,1,1,8,2,2,7,1,2,2,1,2,2,2,2,1,2,1
613,1,1,8,2,2,7,1,1,4,1,2,3,2,1,1,2,1
614,1,1,6,2,1,5,1,1,4,2,4,2,2,3,1,3,2
615,1,1,8,2,0,7,1,2,4,1,2,2,2,2,1,2,2
616,1,1,5,3,1,3,1,4,3,2,4,2,2,3,1,3,2
617,1,1,7,2,0,7,2,3,4,2,3,2,2,2,1,3,2
618,0,1,5,2,2,6,1,1,2,1,2,2,2,2,1,1,1
619,1,2,8,3,0,9,1,3,2,2,1,3,2,2,1,1,1
620,1,3,6,2,1,4,4,2,2,1,4,3,2,3,1,2,2
621,1,3,6,3,3,5,1,1,4,2,4,2,1,2,1,3,2
622,1,1,8,3,1,7,1,4,4,2,4,5,2,3,1,3,1
623,1,1,8,2,2,6,1,2,2,2,2,2,2,2,1,1,1
624,1,1,6,3,1,5,1,1,2,2,4,5,2,3,1,3,2
625,1,1,9,3,2,7,1,1,4,2,4,2,2,3,1,3,2
626,1,3,8,2,0,6,4,1,4,2,4,2,2,2,1,3,2
627,1,3,7,3,3,7,3,4,4,2,3,3,2,2,1,2,1
628,1,3,9,2,3,8,4,1,4,2,2,2,2,2,1,3,2
629,1,1,8,2,2,6,1,1,3,1,4,3,2,3,1,3,1
630,1,1,8,3,2,8,1,2,4,1,2,1,2,1,1,2,1
631,1,1,3,2,2,4,1,3,2,2,2,3,2,3,1,2,1
632,1,1,6,2,2,6,1,2,4,2,2,2,2,2,1,2,1
633,1,1,4,2,2,6,1,1,4,2,2,2,2,2,1,3,2
634,1,1,4,2,0,6,1,3,2,2,4,2,1,3,1,3,2
635,1,1,6,2,2,6,1,1,4,2,4,1,1,3,1,2,1
636,0,1,8,3,2,7,1,4,3,2,2,4,2,2,1,2,1
637,1,1,8,3,3,7,1,1,3,2,2,2,1,2,1,1,1
638,1,1,7,3,2,6,1,4,1,1,2,1,2,2,1,2,1
639,1,1,6,3,1,6,1,4,4,2,2,4,2,2,1,2,2
640,1,1,4,3,2,7,1,2,3,3,2,3,2,2,1,2,2
641,1,3,3,1,3,5,1,1,2,1,2,2,2,2,1,2,1
642,1,1,6,3,1,5,1,4,2,1,4,3,2,3,1,3,2
643,0,1,2,3,1,5,1,4,4,1,4,3,1,3,1,1,1
644,1,3,6,3,3,7,1,4,4,2,4,3,2,3,1,2,1
645,1,1,4,2,3,2,1,1,2,1,3,3,2,2,1,3,1
646,1,3,6,3,3,7,2,4,4,2,2,3,1,2,1,2,1
647,1,3,2,3,3,5,4,4,3,2,3,2,1,2,1,2,1
648,1,2,5,3,3,6,2,4,4,2,2,3,1,2,1,2,1
649,1,2,7,2,3,6,2,2,4,2,3,2,2,2,1,2,1
650,1,2,6,2,2,6,4,2,1,1,2,3,2,2,1,1,2
651,1,2,9,2,3,10,4,4,4,2,2,2,2,2,1,2,1
652,1,2,8,2,3,9,4,4,4,2,2,2,2,2,1,2,1
653,1,3,6,3,3,7,4,4,4,2,2,3,2,2,1,2,1
654,1,2,2,3,3,5,4,2,4,2,4,2,2,3,1,2,2
655,1,2,7,3,3,7,4,4,4,2,2,3,2,2,1,2,1
656,0,2,6,3,3,8,2,1,4,2,4,2,1,2,1,2,1
657,1,2,9,2,3,9,1,2,2,1,1,4,2,2,1,2,1
658,1,2,9,2,3,6,1,2,2,2,1,2,2,2,1,2,1
659,1,2,9,2,3,9,1,1,3,3,1,2,2,2,1,1,1
660,1,2,9,2,3,8,1,2,4,2,1,2,2,2,1,2,1
661,1,2,8,2,3,8,1,3,4,2,1,2,2,2,1,2,1
662,1,2,8,3,3,9,1,2,4,3,1,1,2,1,1,2,1
663,1,2,9,2,3,8,1,4,4,2,3,2,2,2,1,2,1
664,1,1,9,3,0,9,1,4,4,2,1,3,2,2,1,1,1
665,1,2,8,2,3,8,1,2,4,1,1,3,2,2,1,2,2
666,1,2,9,2,3,7,1,1,1,1,1,3,2,2,1,2,1
667,1,2,8,3,3,9,1,1,4,2,1,1,2,2,1,2,1
668,1,2,7,2,3,9,1,2,4,3,1,1,2,2,1,1,1
669,1,2,9,2,3,7,1,2,3,2,1,2,2,2,1,2,1
670,1,2,8,2,3,7,1,1,2,1,2,1,2,2,1,1,1
671,1,2,7,2,3,8,1,4,4,3,1,2,2,2,1,1,1
672,1,2,7,2,3,8,1,2,4,1,1,2,2,2,1,1,1
673,1,2,9,2,3,9,1,3,4,1,1,3,2,2,1,1,1
674,1,2,8,2,3,9,1,1,4,3,1,2,1,2,1,1,1
675,1,3,9,3,0,8,2,4,2,1,3,2,2,2,1,2,2
676,1,1,9,3,3,8,1,2,4,2,1,1,2,2,1,1,1
677,1,2,7,3,3,7,1,4,3,1,1,3,1,1,1,1,2
678,1,2,8,3,3,6,4,3,4,2,1,2,1,2,1,2,2
679,1,2,9,2,3,10,1,3,3,3,1,2,1,2,1,1,1
680,1,2,9,1,3,8,1,2,4,2,1,1,1,2,1,1,1
681,1,2,8,2,3,8,1,4,3,3,1,3,1,2,1,1,1
682,1,2,7,3,1,5,4,3,3,2,2,2,1,1,1,3,2
683,1,2,8,3,3,7,4,4,4,2,1,3,2,2,1,2,2
684,1,1,8,2,3,7,1,2,4,2,2,1,2,2,1,1,1
685,1,3,6,3,2,7,1,3,4,2,2,3,2,2,1,2,1
686,1,2,9,2,2,7,1,2,4,1,3,2,2,2,1,1,1
687,1,2,4,1,3,6,4,1,3,1,4,2,1,2,1,1,1
688,1,3,7,2,2,6,1,1,1,1,2,3,1,2,1,1,1
689,0,1,6,2,3,8,2,2,4,1,3,2,2,2,1,1,1
690,1,3,1,2,3,3,2,3,2,1,1,1,2,2,1,2,2
691,1,1,8,2,0,8,1,2,4,3,1,2,2,2,1,1,1
692,1,2,9,2,3,10,1,1,3,3,2,1,2,2,1,1,1
693,1,3,8,3,1,6,1,1,1,1,2,3,2,2,1,1,1
694,1,3,8,2,2,7,1,2,3,2,1,1,2,1,1,1,1
695,1,3,1,3,3,2,1,3,2,2,3,1,2,2,1,2,2
696,1,3,8,3,0,7,1,2,2,1,3,2,1,2,1,2,2
697,1,3,6,2,3,8,1,2,4,3,2,2,2,2,1,2,1
698,1,2,3,3,1,6,2,1,3,2,3,2,2,2,1,2,1
699,1,1,6,3,3,8,3,4,4,1,2,3,2,1,1,3,2
700,0,1,4,2,1,4,4,4,3,2,4,3,2,3,1,2,1
701,1,2,4,3,1,5,1,2,3,2,3,2,2,2,1,2,2
702,1,1,7,3,3,4,4,2,1,1,3,1,2,1,1,2,2
703,1,1,5,2,2,6,3,4,4,1,2,3,2,1,1,2,2
704,1,1,9,3,3,8,4,4,4,2,1,5,2,2,1,2,2
705,1,3,8,2,3,8,3,3,4,2,2,2,2,2,1,2,2
706,1,3,6,3,2,6,4,4,4,2,4,1,2,1,1,2,1
707,1,2,5,3,0,7,4,4,4,2,1,2,2,2,1,2,1
708,0,1,2,1,3,4,1,3,2,1,3,2,2,1,1,2,1
709,1,3,2,3,3,5,1,2,1,2,4,2,1,3,1,2,2
710,1,3,6,2,0,6,1,4,4,1,4,4,2,3,1,2,2
711,1,1,3,3,3,6,1,1,4,2,3,5,2,2,1,1,1
712,1,3,4,3,3,5,4,4,4,2,1,2,2,2,1,2,1
713,1,3,9,3,3,8,4,4,4,1,2,3,2,1,1,1,1
714,1,3,9,2,0,6,1,2,2,2,2,2,2,1,1,2,1
715,1,3,4,1,3,6,1,2,4,2,3,2,2,2,1,2,1
716,1,1,2,2,3,5,1,3,4,2,4,3,2,3,1,3,2
717,0,3,6,2,3,6,3,2,2,2,2,3,2,2,1,3,2
718,0,2,7,2,2,7,4,1,4,1,1,2,2,1,1,2,1
719,0,2,1,2,3,5,2,2,2,3,3,1,2,2,1,2,1
720,0,2,2,3,3,5,1,4,4,2,4,3,2,3,1,2,1
721,1,3,8,2,3,7,1,4,4,2,3,3,2,1,1,3,2
722,1,3,7,3,1,6,1,2,3,2,1,2,1,2,1,1,1
723,1,3,4,3,1,4,4,3,3,2,3,2,1,2,1,3,2
724,1,1,6,2,2,6,1,2,2,2,3,2,1,2,1,2,1
725,1,2,7,2,1,6,1,2,1,3,3,1,2,1,1,2,2
726,1,3,7,2,0,6,3,3,1,1,3,2,1,2,1,3,1
727,1,3,8,2,0,7,1,4,4,2,3,2,2,2,1,3,2
728,1,3,4,3,1,3,4,2,4,2,3,2,2,2,1,3,2
729,1,2,1,3,3,4,4,2,2,2,4,2,2,3,1,3,1
730,1,2,3,1,1,4,1,1,1,2,4,3,1,3,1,3,2
731,1,3,1,2,0,5,4,2,4,2,4,2,2,3,1,2,2
732,1,3,8,3,1,6,3,4,3,2,4,1,2,1,1,2,2
733,1,1,8,2,0,6,1,1,1,1,3,1,2,1,1,2,1
734,1,1,4,2,1,5,1,4,2,2,4,3,2,3,1,2,1
735,1,3,9,2,3,8,3,2,1,1,1,4,2,2,1,2,1
736,1,2,9,2,3,8,1,4,4,2,3,2,2,2,1,1,1
737,1,3,7,3,3,8,3,2,4,2,1,3,2,2,1,2,1
738,1,2,8,2,3,8,1,4,4,2,3,2,2,2,1,1,1
739,1,2,7,1,1,5,2,4,3,3,3,2,1,2,1,2,2
740,1,3,8,2,2,7,1,3,3,1,1,2,2,2,1,1,1
741,1,3,8,2,3,6,3,3,2,1,1,4,2,2,1,1,1
742,0,1,6,2,2,6,4,2,2,3,3,1,2,2,1,2,1
743,1,3,5,3,1,4,4,4,1,2,3,4,2,2,1,2,1
744,1,3,5,2,1,6,4,3,2,1,2,1,1,1,1,1,1
745,1,3,9,2,2,7,1,2,1,3,2,1,2,1,1,2,1
746,1,2,6,2,1,6,4,4,4,2,4,2,1,3,1,2,2
747,1,3,6,3,3,5,1,4,3,2,4,3,2,3,1,2,1
748,1,2,9,2,3,8,1,3,4,1,2,5,2,2,1,3,2
749,1,3,6,2,2,6,1,4,3,1,4,3,2,3,1,2,1
750,1,2,4,3,0,6,2,4,4,2,4,2,2,3,1,2,1
751,0,1,9,2,0,9,1,2,4,2,3,2,2,2,1,1,1
752,0,2,9,3,3,8,3,4,4,2,4,2,2,3,1,2,1
753,0,2,6,2,1,6,3,1,3,1,3,2,2,1,1,2,1
754,0,2,9,2,0,3,4,1,1,2,2,1,2,2,1,1,2
755,0,1,8,1,0,9,1,4,4,2,3,2,2,1,1,2,1
756,0,1,6,3,0,8,1,4,4,2,3,4,2,2,1,1,1
757,0,1,8,1,0,8,1,2,4,2,3,3,1,2,1,2,1
758,0,2,5,2,0,7,1,2,4,1,4,1,1,2,1,2,1
759,0,2,4,3,0,6,1,1,4,1,3,2,2,2,1,2,1
760,0,2,2,2,3,6,1,3,4,2,1,2,2,2,1,2,1
761,0,1,7,2,3,6,1,2,4,2,4,5,2,3,1,2,1
762,0,3,7,1,0,5,4,2,1,1,2,2,1,2,1,2,2
763,0,2,1,2,3,5,1,2,4,2,4,3,2,3,1,2,1
764,0,3,6,3,0,6,1,4,4,2,3,3,2,2,1,1,1
765,0,3,9,2,3,8,1,3,4,2,3,1,2,2,1,2,1
